CODI_CICLE_FORMATIU;NOM_CICLE_FORMATIU;CODI_ADAPTACIO_CURRICULAR;HORES_CICLE_FORMATIU;DATA_INICI_CICLE_FORMATIU;DATA_FI_CICLE_FORMATIU;CODI_MODUL;NOM_MODUL;DURADA_MIN_MODUL;DURADA_MAX_MODUL;DATA_INICI_MODUL;DATA_FI_MODUL;CODI_UNITAT_FORMATIVA;NOM_UNITAT_FORMATIVA;DURADA_UNITAT_FORMATIVA;INDICADOR_FCT;INDICADOR_SINTESIS;INDICADOR_IDIOMA;INDICADOR_PROJECTE
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20002;MP2. Replanteig en xarxes d'aigua;99;99;29/08/17;;EA2000201;UF1. Documentació associada al replanteig;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20002;MP2. Replanteig en xarxes d'aigua;99;99;29/08/17;;EA2000202;UF2. Interpretació gràfica del replanteig;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20003;MP3. Manteniment de xarxes;132;165;29/08/17;;EA2000301;UF1. Plans de manteniment i seguretat;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20003;MP3. Manteniment de xarxes;132;165;29/08/17;;EA2000302;UF2. Manteniment preventiu de xarxes d'aigua;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20003;MP3. Manteniment de xarxes;132;165;29/08/17;;EA2000303;UF3. Manteniment correctiu de xarxes d'aigua;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20004;MP4. Tècniques de mecanització i unió;99;99;29/08/17;;EA2000401;UF1. Tècniques de mecanització i unió en xarxes d'abastament;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20004;MP4. Tècniques de mecanització i unió;99;99;29/08/17;;EA2000402;UF2. Tècniques de mecanització i unió en xarxes de sanejament;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20005;MP5. Muntatge i posada en servei de xarxes d'aigua;99;99;29/08/17;;EA2000501;UF1. Muntatge i posada en servei de xarxes en xarxes d'abastament;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20005;MP5. Muntatge i posada en servei de xarxes d'aigua;99;99;29/08/17;;EA2000502;UF2. Muntatge i posada en servei de xarxes en xarxes de sanejament;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20006;MP6. Estacions de tractament d'aigües;66;66;29/08/17;;EA2000601;UF1: estacions de tractament d'aigua potable;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20006;MP6. Estacions de tractament d'aigües;66;66;29/08/17;;EA2000602;UF2. Estacions depuradores d'aigues residuals;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20007;MP7. Qualitat de l'aigua;99;99;29/08/17;;EA2000701;UF1. Principis bàsics de qualitat en l'aigua;11;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20007;MP7. Qualitat de l'aigua;99;99;29/08/17;;EA2000702;UF2. Presa de mostres;22;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20007;MP7. Qualitat de l'aigua;99;99;29/08/17;;EA2000703;UF3. Anàlisis d'aigua;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20008;MP8. Manteniment d'equips i instal·lacions;99;165;29/08/17;;EA2000801;UF1. Manteniment d'instal·lacions de xarxes d'aigua;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20008;MP8. Manteniment d'equips i instal·lacions;99;165;29/08/17;;EA2000802;UF2. Seguretat i medi ambient;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20009;MP9. Instal·lacions elèctriques en xarxes d'aigua;99;99;29/08/17;;EA2000901;UF1. Representació gràfica en instal·lacions;16;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20009;MP9. Instal·lacions elèctriques en xarxes d'aigua;99;99;29/08/17;;EA2000902;UF2. Muntatges elèctrics;17;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20009;MP9. Instal·lacions elèctriques en xarxes d'aigua;99;99;29/08/17;;EA2000903;UF3. Automatització elèctrica;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20010;MP10. Muntatge i manteniment d'instal·lacions d'aigua;99;132;29/08/17;;EA2001001;UF1. Elements i configuracions d¿instal·lacions d¿aigua i evacuació;32;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20010;MP10. Muntatge i manteniment d'instal·lacions d'aigua;99;132;29/08/17;;EA2001002;UF2. Muntatge i instal·lació de xarxes d¿aigua i evacuació;52;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20010;MP10. Muntatge i manteniment d'instal·lacions d'aigua;99;132;29/08/17;;EA2001003;UF3. Manteniment, diagnosi i reparació d¿instal·lació d¿aigua i evacuació;15;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20011;MP11. Construcció en xarxes i estacions de tractament d'aigua;132;132;30/08/17;;EA2001101;UF1. Organització i obres en xarxes i estacions de tractament d'aigües ;46;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20011;MP11. Construcció en xarxes i estacions de tractament d'aigua;132;132;30/08/17;;EA2001102;UF2. Paviments urbans;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20011;MP11. Construcció en xarxes i estacions de tractament d'aigua;132;132;30/08/17;;EA2001103;UF3. Prevenció de riscos laborals en obres de construcció;20;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20012;MP12. Formació i orientació laboral;99;99;30/08/17;;EA2001201;UF1. Incorporació al treball;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20012;MP12. Formació i orientació laboral;99;99;30/08/17;;EA2001202;UF2. Prevenció de riscos laboral;33;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20013;MP13. Empresa i iniciativa emprenedora;66;66;30/08/17;;EA2001301;UF1. Empresa i iniciativa emprenedora;66;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20014;MP14. Anglès tècnic;99;99;30/08/17;;EA2001401;UF1. Anglès tècnic;99;N;N;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20015;MP15. Síntesi;99;99;30/08/17;;EA2001501;UF1. Síntesi;99;N;S;N;N
CFPM    EA20;Xarxes i estacions de tractament d'aigües;0;2000;29/08/17;;EA20016;MP16. Formació en centres de treball;383;383;30/08/17;;EA2001601;Formació en centres de treball;383;S;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10001;MP1. Interpretació gràfica;99;132;08/03/10;;FM1000101;UF1. Interpretació gràfica;66;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10001;MP1. Interpretació gràfica;99;132;08/03/10;;FM1000102;UF2. Representació gràfica;33;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10002;MP2. Traçat, tall i conformació;165;165;08/03/10;;FM1000201;UF1. Preparació i organització del treball;20;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10002;MP2. Traçat, tall i conformació;165;165;08/03/10;;FM1000202;UF2. Traçat i marcatge;30;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10002;MP2. Traçat, tall i conformació;165;165;08/03/10;;FM1000203;UF3. Tall tèrmic i mecànic;20;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10002;MP2. Traçat, tall i conformació;165;165;08/03/10;;FM1000204;UF4. Conformació tèrmica i mecànica;95;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10003;MP3. Mecanització;132;165;08/03/10;;FM1000301;UF1. Operacions manuals de mecanitzat;44;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10003;MP3. Mecanització;132;165;08/03/10;;FM1000302;UF2. Mecanització amb màquines convencionals i de CNC;88;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10004;MP4. Soldadura en atmosfera natural;231;264;08/03/10;;FM1000401;UF1. Soldadura amb arc elèctric i elèctrode revestit;180;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10004;MP4. Soldadura en atmosfera natural;231;264;08/03/10;;FM1000402;UF2. Soldadura i projecció tèrmica per oxigàs;51;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10005;MP5. Soldadura en atmosfera protegida;231;264;08/03/10;;FM1000501;UF1. Soldadura TIG;143;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10005;MP5. Soldadura en atmosfera protegida;231;264;08/03/10;;FM1000502;UF2. Soldadura MIG/MAG;77;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10005;MP5. Soldadura en atmosfera protegida;231;264;08/03/10;;FM1000503;UF3. Projecció tèrmica amb arc elèctric;11;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10006;MP6. Muntatge;198;198;08/03/10;;FM1000601;UF1. Planificació i preparació del muntatge;22;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10006;MP6. Muntatge;198;198;08/03/10;;FM1000602;UF2. Realització del muntatge;131;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10006;MP6. Muntatge;198;198;08/03/10;;FM1000603;UF3. Reparació i acabat de construccions metàl·liques;45;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10007;MP7. Metrologia i assajos;99;99;08/03/10;;FM1000701;UF1. Metrologia;33;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10007;MP7. Metrologia i assajos;99;99;08/03/10;;FM1000702;UF2. Assajos mecànics, metal·logràfics i no destructius;33;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10007;MP7. Metrologia i assajos;99;99;08/03/10;;FM1000703;UF3. Control de processos;22;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10007;MP7. Metrologia i assajos;99;99;08/03/10;;FM1000704;UF4. Sistemes i models de gestió de qualitat;11;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10008;MP8. Formació i orientació laboral;99;99;08/03/10;;FM1000801;UF1. Incorporació al treball;66;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10008;MP8. Formació i orientació laboral;99;99;08/03/10;;FM1000802;UF2. Prevenció de riscos laborals;33;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10009;MP9. Empresa i iniciativa emprenedora;66;66;08/03/10;;FM1000901;UF1. Empresa i iniciativa emprenedora;66;N;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10010;MP11. Síntesi;66;66;08/03/10;;FM1001001;UF1. Síntesi;66;N;S;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10011;MP12. Formació en centres de treball;383;383;08/03/10;;FM1001101;Formació en centres de treball;383;S;N;N;N
CFPM    FM10;Soldadura i caldereria;0;2000;20/02/09;;FM10012;MP10. Anglès tècnic;99;99;13/11/13;;FM1001201;UF1. Anglès tècnic;99;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20001;MP1. Processos de mecanització;99;132;03/03/10;;FM2000101;UF1. Processos de mecanització per arrencament de ferritja;44;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20001;MP1. Processos de mecanització;99;132;03/03/10;;FM2000102;UF2. Processos de mecanització per abrasió, electroerosió, procediments especials, tall i conformació;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20001;MP1. Processos de mecanització;99;132;03/03/10;;FM2000103;UF3. Costos de mecanització;11;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20001;MP1. Processos de mecanització;99;132;03/03/10;;FM2000104;UF4. Tractaments tèrmics;11;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20002;MP2. Mecanització per control numèric;231;264;03/03/10;;FM2000201;UF1. Programació de màquines de CNC;88;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20002;MP2. Mecanització per control numèric;231;264;03/03/10;;FM2000202;UF2. Preparació de màquines de CNC;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20002;MP2. Mecanització per control numèric;231;264;03/03/10;;FM2000203;UF3. Mecanització en màquines de CNC;77;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000301;UF1. Fabricació per abrasió;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000302;UF2. Fabricació per electroerosió;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000303;UF3. Fabricació per processos especials;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000304;UF4. Fabricació per tall;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000305;UF5. Processos de conformació;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20003;MP3. Fabricació per abrasió, electroerosió, tall i conformació, i processos especials;198;198;03/03/10;;FM2000306;UF6. Processos de soldadura;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20004;MP4. Fabricació per arrencament de ferritja;297;330;03/03/10;;FM2000401;UF1. Torn;143;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20004;MP4. Fabricació per arrencament de ferritja;297;330;03/03/10;;FM2000402;UF2. Fresadora;110;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20004;MP4. Fabricació per arrencament de ferritja;297;330;03/03/10;;FM2000403;UF3. Màquines auxiliars per a l'arrencament de ferritja;22;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20004;MP4. Fabricació per arrencament de ferritja;297;330;03/03/10;;FM2000404;UF4. Organització de processos de mecanització per arrencament de ferritja;22;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20005;MP5. Sistemes automatitzats;132;132;03/03/10;;FM2000501;UF1. Preparació de sistemes automàtics;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20005;MP5. Sistemes automatitzats;132;132;03/03/10;;FM2000502;UF2. Programació de sistemes automàtics;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20006;MP6. Interpretació gràfica;99;132;03/03/10;;FM2000601;UF1. Interpretació gràfica;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20006;MP6. Interpretació gràfica;99;132;03/03/10;;FM2000602;UF2. Representació gràfica;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20007;MP7. Metrologia i assajos;99;99;03/03/10;;FM2000701;UF1. Metrologia;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20007;MP7. Metrologia i assajos;99;99;03/03/10;;FM2000702;UF2. Assajos mecànics, metal·logràfics i no destructius;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20007;MP7. Metrologia i assajos;99;99;03/03/10;;FM2000703;UF3. Control de processos;22;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20007;MP7. Metrologia i assajos;99;99;03/03/10;;FM2000704;UF4. Sistemes i models de gestió de qualitat;11;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20008;MP8. Formació i orientació laboral;99;99;03/03/10;;FM2000801;UF1. Incorporació al treball;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20008;MP8. Formació i orientació laboral;99;99;03/03/10;;FM2000802;UF2. Prevenció de riscos laborals;33;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20009;MP9. Empresa i iniciativa emprenedora;66;66;03/03/10;;FM2000901;UF1. Empresa i iniciativa emprenedora;66;N;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20010;MP11. Síntesi;0;66;08/03/10;;FM2001001;UF1. Síntesi;66;N;S;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20011;MP12. Formació en centres de treball;383;383;08/03/10;;FM2001101;Formació en centres de treball;383;S;N;N;N
CFPM    FM20;Mecanització;0;2000;20/02/09;;FM20012;MP10. Anglès tècnic;99;99;13/11/13;;FM2001201;UF1. Anglès tècnic;99;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000101;UF1. Electricitat a l'ordinador;25;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000102;UF2. Components d'un equip microinformàtic;28;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000103;UF3. Muntatge d'un equip microinformàtic;28;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000104;UF4. Noves tendències de muntatge;28;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000105;UF5. Manteniment d'equips microinformàtics;28;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10001;MP1. Muntatge i manteniment d'equips;165;198;11/02/10;;IC1000106;UF6. Instal·lació de programari;28;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10002;MP2. Sistemes operatius monolloc;99;132;11/02/10;;IC1000201;UF1. Introducció als sistemes operatius;33;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10002;MP2. Sistemes operatius monolloc;99;132;11/02/10;;IC1000202;UF2. Sistemes operatius propietaris;33;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10002;MP2. Sistemes operatius monolloc;99;132;11/02/10;;IC1000203;UF3. Sistemes operatius lliures;33;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000301;UF1. Aplicacions ofimàtiques i atenció a l'usuari;20;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000302;UF2. El correu i l'agenda electrònica;20;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000303;UF3. Processadors de text;30;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000304;UF4. Fulls de càlcul;30;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000305;UF5. Bases de dades;35;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10003;MP3. Aplicacions ofimàtiques;165;165;11/02/10;;IC1000306;UF6. Imatge i vídeo - Presentacions;30;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10004;MP4. Sistemes operatius en xarxa;132;132;11/02/10;;IC1000401;UF1. Sistemes operatius propietaris en xarxa;36;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10004;MP4. Sistemes operatius en xarxa;132;132;11/02/10;;IC1000402;UF2. Sistemes operatius lliures en xarxa;36;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10004;MP4. Sistemes operatius en xarxa;132;132;11/02/10;;IC1000403;UF3. Compartició de recursos i seguretat;24;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10004;MP4. Sistemes operatius en xarxa;132;132;11/02/10;;IC1000404;UF4. Integració de sistemes operatius;36;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10005;MP5. Xarxes locals;165;165;16/02/10;;IC1000501;UF1. Introducció a les xarxes locals;66;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10005;MP5. Xarxes locals;165;165;16/02/10;;IC1000502;UF2. Configuració de commutadors i encaminadors;66;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10005;MP5. Xarxes locals;165;165;16/02/10;;IC1000503;UF3. Resolució d'incidències en xarxes locals;33;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10006;MP6. Seguretat informàtica;132;132;16/02/10;;IC1000601;UF1. Seguretat passiva.;24;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10006;MP6. Seguretat informàtica;132;132;16/02/10;;IC1000602;UF2. Còpies de seguretat;26;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10006;MP6. Seguretat informàtica;132;132;16/02/10;;IC1000603;UF3. Legislació de seguretat i protecció de dades.;20;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10006;MP6. Seguretat informàtica;132;132;16/02/10;;IC1000604;UF4. Seguretat activa.;24;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10006;MP6. Seguretat informàtica;132;132;16/02/10;;IC1000605;UF5. Tallafocs i monitoratge de xarxes;38;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10007;MP7. Serveis de xarxa;132;165;17/02/10;;IC1000701;UF1. Configuració de la xarxa (DNS i DHCP);36;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10007;MP7. Serveis de xarxa;132;165;17/02/10;;IC1000702;UF2. Correu electrònic i transmissió d'arxius;32;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10007;MP7. Serveis de xarxa;132;165;17/02/10;;IC1000703;UF3. Servidor web i servidor intermediari o proxy;32;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10007;MP7. Serveis de xarxa;132;165;17/02/10;;IC1000704;UF4. Accés a sistemes remots;32;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10008;MP8. Aplicacions Web;165;198;17/02/10;;IC1000801;UF1. Ofimàtica i eines web;22;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10008;MP8. Aplicacions Web;165;198;17/02/10;;IC1000802;UF2. Gestors d'arxius web;25;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10008;MP8. Aplicacions Web;165;198;17/02/10;;IC1000803;UF3. Gestors de continguts;30;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10008;MP8. Aplicacions Web;165;198;17/02/10;;IC1000804;UF4. Portals web d'aprenentatge;30;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10008;MP8. Aplicacions Web;165;198;17/02/10;;IC1000805;UF5. Fonaments d'HTML i fulls d'estils;58;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10009;MP9. Formació i orientació laboral;99;99;17/02/10;;IC1000901;UF1. Incorporació al treball;66;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10009;MP9. Formació i orientació laboral;99;99;17/02/10;;IC1000902;UF2. Prevenció de riscos laborals;33;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10010;MP10. Empresa i iniciativa emprenedora;66;66;17/02/10;;IC1001001;UF1. Empresa i iniciativa emprenedora;66;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10011;MP12. Síntesi;99;99;17/02/10;;IC1001101;UF1. Síntesi;99;N;S;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10012;MP11. Anglès tècnic;99;99;17/02/10;;IC1001201;UF1. Anglès tècnic;99;N;N;N;N
CFPM    IC10;Sistemes microinformàtics i xarxes;0;2000;20/02/09;;IC10013;MP13. Formació en centres de treball;350;350;17/02/10;;IC1001301;Formació en centres de treball;350;S;N;N;N
CFPM    IM10;Manteniment electromecànic;0;2000;29/04/13;;IM10001;MP1. Tècniques de fabricació;165;198;29/04/13;;IM1000101;UF1. Interpretació grafica;33;N;N;N;N
CFPM    IM10;Manteniment electromecànic;0;2000;29/04/13;;IM10001;MP1. Tècniques de fabricació;165;198;29/04/13;;IM1000102;UF2. Materials;18;N;N;N;N
CFPM    IM10;Manteniment electromecànic;0;2000;29/04/13;;IM10001;MP1. Tècniques de fabricació;165;198;29/04/13;;IM1000103;UF3. Metrologia;18;N;N;N;N
CFPM    IM10;Manteniment electromecànic;0;2000;29/04/13;;IM10001;MP1. Tècniques de fabricació;165;198;29/04/13;;IM1000104;UF4. Mecanització manual;40;N;N;N;N
CFPM    IM10;Manteniment electromecànic;0;2000;29/04/13;;IM10001;MP1. Tècniques de fabricació;165;198;29/04/13;;IM1000105;UF5. Mecanització amb màquina-eina;56;N;N;N;N
